,link,genre,company,country,language,keywords
248,Splash#tab=summary,['Romantic Comedy'],['Touchstone Pictures'],United States,['English'],"['Romantic Comedy', 'Mermaids', 'Interspecies Romance', 'Romance', 'Set in New York City', 'Set in New York', 'Underwater']"
249,Little-Miss-Sunshine#tab=summary,['Comedy'],"['Big Beach', 'Bonafide']",United States,[],"['Dysfunctional Family', 'Road Trip', 'Talent Contest', 'Set in Albuquerque', 'Set in New Mexico', 'LGBTQ+', 'Narcotics', 'Set in California', 'Fired', 'Depression', 'Underdog', 'Set in Arizona', 'Mental Hospital', 'Comedy Drama']"
250,Easy-A#tab=summary,['Comedy'],['Olive Bridge Entertainment'],United States,['English'],"['LGBTQ+', 'Modern Adaptation', 'High School Hell', 'Fake Dating', 'Comedy Drama', 'Christians', 'Relationships Gone Wrong', 'Infidelity']"
251,Stand-by-Me#tab=summary,['Drama'],"['Columbia Pictures', 'Act III Productions']",United States,['English'],"['Coming of Age', 'Voiceover/Narration', 'Competitive Eating', 'Coming-of-Age Drama']"
252,28-Days-Later#tab=summary,['Horror'],"['Fox Searchlight Pictures', 'DNA Films', 'UK Film Council']",United Kingdom,['English'],"['Post Apocalypse', 'Zombies', 'Action Horror', 'Dystopia']"
253,Escape-from-Alcatraz#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']","['Prison', 'Prison']"
254,You-Got-Served#tab=summary,['Drama'],[],United States,['English'],"['Dancing', 'Hood Film', 'Comedy Drama']"
255,Intruder-The-(2019)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Screen Gems', 'Hidden Empire Film Group', 'Primary Wave Entertainment', 'Screen Gems', 'Hidden Empire Film Group', 'Primary Wave Entertainment']",United States,"['English', 'English']","['Set in California', 'Newlyweds', 'Psychological Thriller', 'African Americans', 'Set in California', 'Newlyweds', 'Psychological Thriller', 'African Americans']"
256,5050#tab=summary,['Black Comedy'],"['Summit Entertainment', 'Mandate Pictures', 'Point Grey']",United States,['English'],"['Terminal Illness', 'Medical and Hospitals', 'Dysfunctional Family', 'Therapist', 'Romance', 'Relationships Gone Wrong', 'Fictionalized Version of Yourself', 'Therapists / Therapy', 'Black Comedy', 'Cancer']"
257,Thin-Line-Between-Love-and-Hate-A#tab=summary,['Romantic Comedy'],[],United States,[],"['African Americans', 'Romance']"
258,Walk-in-the-Woods-A#tab=summary,['Adventure'],"['Route One', 'Union Investment Partners', 'Wildwood Enterprises']",United States,['English'],"['Writing and Writers', 'Autumn Years', 'Autobiographical', 'Set on the Appalachian Trail', 'Camping', 'Backpacking']"
259,Brown-Sugar#tab=summary,['Romantic Comedy'],[], ,[],"['African Americans', 'Romance']"
260,Howards-End#tab=summary,['Drama'],['Merchant Ivory Productions'],United Kingdom,['English'],"['Historical Drama', 'Class Warfare', 'Set in England', '1900s', '1910s', 'Terminal Illness', 'Single Parent', 'Fantasy Sequence']"
261,That-Awkward-Moment#tab=summary,['Romantic Comedy'],"['TreeHouse Pictures', 'Aversano Films', 'What If It Barks Films', ""Ninjas Runnin' Wild Productions"", 'Virgin']",United States,['English'],"['Romance', 'Relationships Gone Wrong', 'Relationship Advice']"
262,Shutter#tab=summary,['Horror'],"['Regency Enterprises', 'New Regency', 'Vertigo Entertainment']",United States,['English'],"['Haunting', 'Supernatural Horror', 'Supernatural', 'Revenge', 'Sex Crimes', 'Relationships Gone Wrong', 'The Past Catching up with You', 'Newlyweds', 'Set in Japan', 'Set in New York City', 'Foreign-Language Remake']"
263,Modern-Problems#tab=summary,['Comedy'],['Twentieth Century Fox'],United States,[],"['Farcical / Slapstick Comedy', 'Romance', 'Relationships Gone Wrong', 'Psychics']"
264,On-Her-Majestys-Secret-Service#tab=summary,"['Action', 'Action']","['Eon Productions', 'United Artists', 'Eon Productions', 'United Artists']",United Kingdom,"['English', 'English']","['Secret Agent', 'Action Thriller', 'Death of a Spouse or Fiancée / Fiancé', 'Dysfunctional Family', 'Sequel With Lead Character Recast', 'Sequels Without Their Original Stars', 'Crime Boss', 'Organized Crime', 'Shadowy Organization', 'Romance', 'Secret Agent', 'Action Thriller', 'Death of a Spouse or Fiancée / Fiancé', 'Dysfunctional Family', 'Sequel With Lead Character Recast', 'Sequels Without Their Original Stars', 'Crime Boss', 'Organized Crime', 'Shadowy Organization', 'Romance']"
265,Much-Ado-About-Nothing-(1993)#tab=summary,['Romantic Comedy'],[],United Kingdom,['English'],[]
266,Player-The#tab=summary,['Black Comedy'],[],United States,['English'],"['Movie Business', 'Gratuitous Cameos']"
267,Creepshow#tab=summary,"['Genre Mashup', 'Horror']",[],United States,[],"['Segments', 'Meteorite', 'Dysfunctional Family', 'Infidelity', 'Zombies', 'Revenge', 'Relationships Gone Wrong', 'Monster', 'Killer Plants', 'Novel or Other Work Adapted by Author', 'Genre Mashup']"
268,Akeelah-and-the-Bee#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']","['Inspirational Teacher', 'Child Prodigy', 'Female empowerment', 'Family Drama', 'Single Parent', 'Young Child Dealing with the Death of a Parent', 'Death of a Spouse or Fiancée / Fiancé', 'Dysfunctional Family', 'African Americans', 'Inspirational Teacher', 'Child Prodigy', 'Female empowerment', 'Family Drama', 'Single Parent', 'Young Child Dealing with the Death of a Parent', 'Death of a Spouse or Fiancée / Fiancé', 'Dysfunctional Family', 'African Americans']"
269,New-Nightmare#tab=summary,"['Horror', 'Horror']",[],United States,[],"['Slasher Horror', 'Slasher Horror']"
270,Drive-Me-Crazy#tab=summary,['Romantic Comedy'],[], ,[],"['Romantic Comedy', 'Fake Dating', 'Relationships Gone Wrong', 'Prom']"
271,Enough-Said#tab=summary,['Comedy'],"['Likely Story', 'TSG Entertainment']",United States,['English'],"['Posthumous Release', 'Relationships Gone Wrong', 'Romance', 'Messy Divorce', 'Masseurs / Masseuses', 'Comedy Drama']"
272,Half-Baked#tab=summary,['Comedy'],"['Universal Pictures', 'Robert Simonds Company']",United States,['English'],"['Stoner Comedy', 'Set in New York City', 'Set in New York', 'Narcotics', 'Prison', 'Drug Dealer', 'Organized Crime', 'Romance', 'Relationships Gone Wrong']"
273,New-in-Town#tab=summary,['Romantic Comedy'],"['Gold Circle Films', 'Lionsgate', 'Epidemic', 'Edmonds Entertainment']",United States,['English'],['Romance']
274,Begin-Again#tab=summary,['Drama'],"['Exclusive Media Group', 'Likely Story']",United States,['English'],"['Musicians', 'Singers', 'Music Industry', 'Big Break', 'Romance', 'Relationships Gone Wrong', 'Set in New York City', 'Set in New York', 'Comedy Drama']"
275,American-Psycho#tab=summary,['Black Comedy'],"['Lionsgate', 'Edward R. Pressman']",United States,['English'],"['Serial Killer', 'Film Noir', '1980s', 'Set in New York City', 'Black Comedy']"
276,See-No-Evil#tab=summary,['Horror'],[],United States,['English'],['Slasher Horror']
277,Good-Girl-The#tab=summary,['Drama'],[],Germany,['English'],"['Relationships Gone Wrong', 'Infidelity', 'Romance', 'Blackmail', 'Suicide', 'Unexpected Pregnancy', 'Voiceover/Narration', 'Romantic Drama']"
278,Bon-Cop-Bad-Cop#tab=summary,['Comedy'],[], ,[],['Buddy Cop']
279,Boondock-Saints-2-All-Saints-Day-The#tab=summary,"['Action', 'Action']",[],United States,"['English', 'English']","['Action Thriller', 'Delayed Sequel', 'Twins', 'Framed', 'Set in Boston', 'Organized Crime', 'Revenge', 'Triads', 'Narcotics', 'Surprise Twist', 'Faked Death', 'No Honor Among Thieves', 'Action Thriller', 'Delayed Sequel', 'Twins', 'Framed', 'Set in Boston', 'Organized Crime', 'Revenge', 'Triads', 'Narcotics', 'Surprise Twist', 'Faked Death', 'No Honor Among Thieves']"
280,Prom#tab=summary,"['Comedy', 'Comedy']","['Rickshaw', 'Walt Disney Pictures', 'Rickshaw', 'Walt Disney Pictures']",United States,"['English', 'English']","['Coming of Age', 'Romance', 'Breaking the Fourth Wall', 'Mockumentary', 'Ensemble', 'Voiceover/Narration', 'Relationships Gone Wrong', 'Relationship Advice', 'Step-Family', 'Lacrosse', 'Comedy Drama', 'Coming of Age', 'Romance', 'Breaking the Fourth Wall', 'Mockumentary', 'Ensemble', 'Voiceover/Narration', 'Relationships Gone Wrong', 'Relationship Advice', 'Step-Family', 'Lacrosse', 'Comedy Drama']"
281,Inkwell-The#tab=summary,"['Comedy', 'Comedy']",[],United States,[],"['Coming of Age', 'Comedy Drama', 'Romance', 'First Love', 'Love Triangle', '1970s', 'Set in New York', 'African Americans', 'Coming of Age', 'Comedy Drama', 'Romance', 'First Love', 'Love Triangle', '1970s', 'Set in New York', 'African Americans']"
282,Shadow-of-the-Vampire#tab=summary,['Horror'],[],United Kingdom,[],"['Vampire', 'Horror Comedy', 'Movie Business', 'False Identity', '1920s']"
283,Me-and-Earl-and-the-Dying-Girl#tab=summary,"['Drama', 'Drama']","['Indian Paintbrush', 'Rhode Island Ave.', 'Indian Paintbrush', 'Rhode Island Ave.']",United States,"['English', 'English']","['Coming of Age', 'Terminal Illness', 'Cancer', 'Young Adult Book Adaptation', 'Amateur Filmmakers', 'Novel or Other Work Adapted by Author', 'High School', 'Death of a Best Friend', 'Voiceover/Narration', 'Unreliable Narrator', 'Medical and Hospitals', 'African Americans', 'Jewish', 'Sundance Film Festival 2015', 'Coming of Age', 'Terminal Illness', 'Cancer', 'Young Adult Book Adaptation', 'Amateur Filmmakers', 'Novel or Other Work Adapted by Author', 'High School', 'Death of a Best Friend', 'Voiceover/Narration', 'Unreliable Narrator', 'Medical and Hospitals', 'African Americans', 'Jewish', 'Sundance Film Festival 2015']"
284,Its-Kind-of-a-Funny-Story#tab=summary,['Comedy'],"['Wayfare Entertainment', 'Focus Features', 'Misher Films']",United States,['English'],"['Coming of Age', 'Mental Illness', 'New Guy/Girl in School', 'Pharmaceuticals']"
285,Under-Fire#tab=summary,"['Drama', 'Drama']",[],United States,[],[]
286,Pallbearer-The#tab=summary,"['Romantic Comedy', 'Romantic Comedy']",[],United States,[],"['Romance', 'Romance']"
287,Woman-on-Top#tab=summary,"['Romantic Comedy', 'Romantic Comedy']",[], ,[],"['Romance', 'Romance']"
288,Held-Up#tab=summary,"['Comedy', 'Comedy']",[],Canada,"['English', 'English']","['Hostage', 'Hostage']"
289,Morgan#tab=summary,['Thriller/Suspense'],"['20th Century Fox', 'Scott Free Films']",United States,['English'],"['Scientific Breakthrough', 'Scientific Experiment Gone Awry', 'Corporate Malfeasance', 'Psychics', 'Isolation Horror']"
290,Anomalisa#tab=summary,['Comedy'],"['Starburns Industries', 'Snoot Entertainment', 'Paramount Pictures']",United States,['English'],"['Novel or Other Work Adapted by Author', 'Alternate or Altered Realities', 'Set in Cincinnati', 'Set in Los Angeles', 'Mental Illness', 'Dysfunctional Family', 'Relationships Gone Wrong']"
291,Cache#tab=summary,['Drama'],[], ,[],['Foreign Language']
292,Another-Year#tab=summary,['Drama'],"['Thin Man Films', 'Film4', 'UK Film Council']",United Kingdom,['English'],"['Autumn Years', 'Delayed Adulthood', 'Relationships Gone Wrong']"
293,8-femmes#tab=summary,"['Musical', 'Musical']",[],France,"['French', 'French']",[]
294,Showdown-in-Little-Tokyo#tab=summary,"['Action', 'Action']",[],United States,"['English', 'English']",[]
295,Clay-Pigeons#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],Germany,"['English', 'English']",[]
296,passe-Le#tab=summary,"['Drama', 'Drama']","['Memento Films International', 'Memento Films International']",France,"['English', 'French', 'Persian', 'English', 'French', 'Persian']","['Interracial Romance', 'Relationships Gone Wrong', 'Medical and Hospitals', 'Coma', 'Dysfunctional Family', 'Suicide', 'Infidelity', 'Incest', 'Interracial Romance', 'Relationships Gone Wrong', 'Medical and Hospitals', 'Coma', 'Dysfunctional Family', 'Suicide', 'Infidelity', 'Incest']"
297,Lean-on-Pete-(UK)#tab=summary,"['Drama', 'Drama']","['The Bureau', 'Film4', 'BFI', 'The Bureau', 'Film4', 'BFI']",France,"['English', 'English']","['Set in Portland, Oregon', 'Animal Lead', 'Dysfunctional Family', 'Horse Racing', 'Poverty', 'Homeless', 'Single Parent', 'Orphan', 'Fugitive / On the Run', 'Set in Portland, Oregon', 'Animal Lead', 'Dysfunctional Family', 'Horse Racing', 'Poverty', 'Homeless', 'Single Parent', 'Orphan', 'Fugitive / On the Run']"
298,Made-in-Dagenham#tab=summary,"['Drama', 'Drama']","['Lipsync Productions', 'BMS Finance', 'UKFC', 'Audley Films', 'BBC Films', 'Number 9 Films', 'Lipsync Productions', 'BMS Finance', 'UKFC', 'Audley Films', 'BBC Films', 'Number 9 Films']",United Kingdom,"['English', 'English']","['Political', 'Descrimination', 'Strike', 'Bigotry', 'Political', 'Descrimination', 'Strike', 'Bigotry']"
299,And-When-Did-You-Last-See-Your-Father#tab=summary,"['Drama', 'Drama']","['Film 4', 'UK Film Council', 'EM Media', 'Intandem Films', 'Audley Films', 'Number 9 Films', 'Film 4', 'UK Film Council', 'EM Media', 'Intandem Films', 'Audley Films', 'Number 9 Films']",United Kingdom,"['English', 'English']","['Biography', 'Biography']"
300,Cut-Throat-City#tab=summary,"['Drama', 'Drama']","['Rumble Riot Pictures', 'Patriot Pictures', 'Well Go USA Entertainment', 'Rumble Riot Pictures', 'Patriot Pictures', 'Well Go USA Entertainment']",United States,"['English', 'English']","['Heist', 'Heist']"
301,Chicano-El-(2019)#tab=summary,"['Drama', 'Drama']","['Briarcliff Entertainment', 'War Party', 'Briarcliff Entertainment', 'War Party']",United States,"['English', 'Spanish', 'English', 'Spanish']","['Set in Los Angeles', 'Police Detective', 'Death of a Son or Daughter', 'Suicide', 'Gangs', 'Gang Warfare', 'Faked Suicide', 'LAPD', 'Revenge', 'Hispanic', 'Set in Los Angeles', 'Police Detective', 'Death of a Son or Daughter', 'Suicide', 'Gangs', 'Gang Warfare', 'Faked Suicide', 'LAPD', 'Revenge', 'Hispanic']"
302,Secret-of-Kells-The#tab=summary,['Adventure'],[],Ireland,['English'],[]
303,Mr-Church#tab=summary,"['Drama', 'Drama']","['Cinelou Films', 'EMA Films', 'Shenghua Entertainment', 'Voltage Pictures', 'Cinelou Films', 'EMA Films', 'Shenghua Entertainment', 'Voltage Pictures']",United States,"['English', 'English']","['Young Child Dealing with the Death of a Parent', '1960s', 'Young Child Dealing with the Death of a Parent', '1960s']"
304,Prefontaine#tab=summary,"['Drama', 'Drama']",[],United States,"['English', 'English']",[]
305,Wicked-Lady-The#tab=summary,"['Drama', 'Drama']",[],United Kingdom,"['English', 'English']",[]
306,Down-in-the-Valley-(2006)#tab=summary,"['Western', 'Western']",[],United States,"['English', 'English']",[]
307,Brooklyn-Rules#tab=summary,['Drama'],[], ,[],[]
308,Seberg-(2019)#tab=summary,['Thriller/Suspense'],"['Automat Pictures', 'UTA Independent Film Group', 'Endeavor Films']",United Kingdom,['English'],"['1960s', 'Civil Rights Movement', 'FBI', 'Set in France', 'Terrorism', 'Political', 'Biographical Drama', 'Biography']"
309,Singing-Detective-The#tab=summary,"['Comedy', 'Comedy']","['Icon Productions', 'Haft Entertainment', 'Icon Productions', 'Haft Entertainment']",United States,"['English', 'English']",[]
310,Ma-vie-de-Courgette-(France)#tab=summary,['Adventure'],"['Rita Productions', 'Blue Spirit Productions', 'Gebeka Films', 'KNM', 'Radio Television Suisse', 'SSR', 'SRG', 'Rhone-Alpes Cinema', 'France 3 Cinema', 'Helium Films', 'Office Federal De La Culture', 'Cineforom', 'Eurimages', 'Canal Plus', 'Centre National du Cinema et de L Image Animee', 'France Television', 'Indie Sales Company', 'Indie Invest', 'Cine Plus', 'Suissimage', 'Region Rhone Alps']",France,['French'],"['Dysfunctional Family', 'Orphan', 'Orphanage', 'Young Child Dealing with the Death of a Parent', 'Accidental Death', 'Addiction', 'First Love', 'Adopted Family']"
311,Fido#tab=summary,"['Horror', 'Horror']",[], ,[],[]
312,London-Fields#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['GVN Releasing', 'Hero Entertainment', 'Picturepro LLC', 'Gap Financing', 'Muse Productions', 'Media Talent Group', 'Mirada Studios', 'Demarest Films', 'Lipsync Productions', 'Head Gear Films', 'Blazepoint Limited', 'Curiously Bright Entertainment', 'Periscope Entertainment', 'Arrival Entertainment', 'Living the Dream Films', 'GVN Releasing', 'Hero Entertainment', 'Picturepro LLC', 'Gap Financing', 'Muse Productions', 'Media Talent Group', 'Mirada Studios', 'Demarest Films', 'Lipsync Productions', 'Head Gear Films', 'Blazepoint Limited', 'Curiously Bright Entertainment', 'Periscope Entertainment', 'Arrival Entertainment', 'Living the Dream Films']",United Kingdom,"['English', 'English']","['Love Triangle', 'Near Death Experience', 'Psychics', 'Riots', 'Film Noir', 'Voiceover/Narration', 'Femme Fatale', 'Love Triangle', 'Near Death Experience', 'Psychics', 'Riots', 'Film Noir', 'Voiceover/Narration', 'Femme Fatale']"
313,Restless-(2011)#tab=summary,"['Drama', 'Drama']","['Imagine Entertainment', 'Imagine Entertainment']",United States,[],"['Romance', 'Terminal Illness', 'Haunting', 'Romance', 'Terminal Illness', 'Haunting']"
314,Land-Girls-The#tab=summary,[],[],United Kingdom,[],[]
315,Wendell-Baker-Story-The#tab=summary,"['Comedy', 'Comedy']",[],United States,[],[]
316,Wild-Target#tab=summary,"['Comedy', 'Comedy']","['Magic Light Pictures', 'Matador Pictures', 'Isle of Man Film', 'Cinema Four', 'Regent Capital', 'Magic Light Pictures', 'Matador Pictures', 'Isle of Man Film', 'Cinema Four', 'Regent Capital']",France,"['English', 'English']","['Hitmen', 'Organized Crime', 'Confidence Men', 'Hitmen', 'Organized Crime', 'Confidence Men']"
317,Pathology#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,[],"['Medical and Hospitals', 'Medical and Hospitals']"
318,Wuthering-Heights-(2011)#tab=summary,"['Drama', 'Drama']","['HanWay Films', 'Film 4', 'UK Film Council', 'Goldcrest Films', 'Screen Yorkshire', 'Ecosse Films', 'HanWay Films', 'Film 4', 'UK Film Council', 'Goldcrest Films', 'Screen Yorkshire', 'Ecosse Films']",United Kingdom,"['English', 'English']","['Romance', 'Cross-Class Romance', 'Foster Family', 'Interracial Romance', 'Haunting', 'Non-Chronological', 'Unrequited Love', 'Historical Drama', 'Romance', 'Cross-Class Romance', 'Foster Family', 'Interracial Romance', 'Haunting', 'Non-Chronological', 'Unrequited Love', 'Historical Drama']"
319,Street-Cat-Named-Bob-A#tab=summary,"['Drama', 'Drama']","['Stage 6 Films', 'Prescience', 'Shooting Script Films', 'Altus Media', 'The Exchange', 'Stage 6 Films', 'Prescience', 'Shooting Script Films', 'Altus Media', 'The Exchange']",United Kingdom,"['English', 'English']","['Addiction', 'Homeless', 'Animal Lead', 'Addiction', 'Homeless', 'Animal Lead']"
320,10th-and-Wolf#tab=summary,"['Drama', 'Drama']",[], ,[],"['Mafia', 'Mafia']"
321,Aloft#tab=summary,"['Drama', 'Drama']","['Wanda Vision', 'Arcadia Motion Pictures', 'Buffalo Gal Pictures', 'Manitoba Film & Music', 'Noodles Production', 'TVE.', 'Wanda Vision', 'Arcadia Motion Pictures', 'Buffalo Gal Pictures', 'Manitoba Film & Music', 'Noodles Production', 'TVE.']",France,"['English', 'English']","['Non-Chronological', 'Terminal Illness', 'Old Age Makeup', 'Single Parent', 'Non-Chronological', 'Terminal Illness', 'Old Age Makeup', 'Single Parent']"
322,Fireflies-in-the-Garden#tab=summary,"['Drama', 'Drama']","['Senator Entertainment', 'Kulture Machine', 'Senator Entertainment', 'Kulture Machine']",United States,"['English', 'English']","['Same Role, Multiple Actors', 'Dysfunctional Family', 'Writing and Writers', 'Non-Chronological', 'Accidental Death', 'Death of a Spouse or Fiancée / Fiancé', 'Young Child Dealing with the Death of a Parent', 'Depression', 'Development Hell', 'Same Role, Multiple Actors', 'Dysfunctional Family', 'Writing and Writers', 'Non-Chronological', 'Accidental Death', 'Death of a Spouse or Fiancée / Fiancé', 'Young Child Dealing with the Death of a Parent', 'Depression', 'Development Hell']"
323,Dear-Wendy#tab=summary,"['Drama', 'Drama']",[], ,[],[]
324,Akira-(1988)#tab=summary,"['Action', 'Action']",[],Japan,"['Japanese', 'Japanese']","['Anime', 'Mutants', 'Body Horror', 'Anime', 'Mutants', 'Body Horror']"
325,Welcome-to-Dongmakgol#tab=summary,[],[],Republic of Korea,"['Korean', 'Korean']",[]
326,Feichang-Xingyun#tab=summary,"['Adventure', 'Adventure']","['Bona International Film Group', 'Bona International Film Group']",China,"['Mandarin', 'Mandarin']","['Heist', 'Secret Agent', 'Romance', 'Heist', 'Secret Agent', 'Romance']"
327,Don-Gato-el-inicio-de-la-pandilla-(Mexico)#tab=summary,"['Adventure', 'Adventure']",[],Mexico,"['Spanish', 'Spanish']","['Talking Animals', 'Animal Lead', 'Prequel', 'Origin Story', 'Talking Animals', 'Animal Lead', 'Prequel', 'Origin Story']"
328,Death-and-Life-of-Bobby-Z-The#tab=summary,"['Action', 'Action']",[], ,[],"['Direct-to-Video', 'Direct-to-Video']"
329,Backstabbing-For-Beginners#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Parts and Labor', 'Creative Alliance', 'Scythia Films', 'Entertainment One', 'The Long Run', 'Unlimited Stories', 'Parts and Labor', 'Creative Alliance', 'Scythia Films', 'Entertainment One', 'The Long Run', 'Unlimited Stories']",Canada,"['English', 'English']","['Murder Mystery', 'Conspiracy Theory', 'Government Corruption', 'Inspired by a True Story', 'United Nations', 'Early / Simultaneous Video-on-Demand release', 'Murder Mystery', 'Conspiracy Theory', 'Government Corruption', 'Inspired by a True Story', 'United Nations', 'Early / Simultaneous Video-on-Demand release']"
330,Report-The-(2019)#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']","['Amazon Studios', 'Vice Studios', 'Unbranded Pictures', 'GLG', 'Margin of Error', 'Topic   ', 'Amazon Studios', 'Vice Studios', 'Unbranded Pictures', 'GLG', 'Margin of Error', 'Topic   ']",United States,"['English', 'English']","['Sundance Film Festival 2019', 'Docudrama', 'Sundance Film Festival 2019', 'Docudrama']"
331,Swelter#tab=summary,"['Thriller/Suspense', 'Thriller/Suspense']",[],United States,"['English', 'English']",[]
332,Maurice-Richard#tab=summary,"['Drama', 'Drama']",[],Canada,[],"['Biography', 'Hockey', 'Biography', 'Hockey']"
333,Teen-Beach-Movie#tab=summary,"['Musical', 'Musical']",[],United States,"['English', 'English']","['Surfing', 'Romance', 'First Love', 'Fiction / Reality Crossover', 'TV Premiere', 'Scene in End Credits', 'Tween', 'Surfing', 'Romance', 'First Love', 'Fiction / Reality Crossover', 'TV Premiere', 'Scene in End Credits', 'Tween']"
334,Green-Street-Hooligans-Underground#tab=summary,"['Action', 'Action']",[],United States,"['English', 'English']",[]
335,Christmas-in-Beverly-Hills#tab=summary,"['Comedy', 'Comedy']","['Filmauro', 'Fast Lane Productions', 'Filmauro', 'Fast Lane Productions']",Italy,"['English', 'Italian', 'English', 'Italian']",[]
336,Code-of-Honor-(2015)#tab=summary,"['Action', 'Action']","['Premiere Entertainment Group', 'Steamroller Productions', 'Premiere Entertainment Group', 'Steamroller Productions']",United States,"['English', 'English']","['Early / Simultaneous Video-on-Demand release', 'Revenge', 'Gangs', 'Strippers / Stripping', 'Politicians', 'Vigilante', 'Terrorism', 'Lawyers', 'Fugitive / On the Run', 'Non-Chronological', 'FBI', 'Investigative Journalist', 'Addiction', 'Narcotics', 'Organized Crime', 'Drug Dealer', 'Surprise Twist', 'Hostage', 'Early / Simultaneous Video-on-Demand release', 'Revenge', 'Gangs', 'Strippers / Stripping', 'Politicians', 'Vigilante', 'Terrorism', 'Lawyers', 'Fugitive / On the Run', 'Non-Chronological', 'FBI', 'Investigative Journalist', 'Addiction', 'Narcotics', 'Organized Crime', 'Drug Dealer', 'Surprise Twist', 'Hostage']"
337,Burn-Your-Maps#tab=summary,"['Adventure', 'Adventure']","['Cinelou Films', 'Big Wheel Entertainment', 'Defender Films', 'The Fyzz Facility', 'Mad Riot Entertainment', 'Cinelou Films', 'Big Wheel Entertainment', 'Defender Films', 'The Fyzz Facility', 'Mad Riot Entertainment']",United States,"['English', 'English']","['Coming of Age', 'Set in Mongolia', 'Death of a Sibling', 'Death of a Son or Daughter', 'Therapists / Therapy', 'Jewish', 'Amateur Filmmakers', 'Early / Simultaneous Video-on-Demand release', 'Coming of Age', 'Set in Mongolia', 'Death of a Sibling', 'Death of a Son or Daughter', 'Therapists / Therapy', 'Jewish', 'Amateur Filmmakers', 'Early / Simultaneous Video-on-Demand release']"
338,Imagine-Me-and-You#tab=summary,"['Romantic Comedy', 'Romantic Comedy']","['Fox Searchlight Pictures', 'Ealing Studios', 'BBC Films', 'Focus Features', 'Minotaur Film', 'Filmstiftung NRW', 'Cougar Films', 'Fragile Films', 'X Filme Creative Pool', 'RTL', 'Fox Searchlight Pictures', 'Ealing Studios', 'BBC Films', 'Focus Features', 'Minotaur Film', 'Filmstiftung NRW', 'Cougar Films', 'Fragile Films', 'X Filme Creative Pool', 'RTL']",United Kingdom,[],"['Romance', 'Romance']"
339,Swimming-Pool#tab=summary,['Thriller/Suspense'],"['Focus Features', 'Mars Films', 'Fidelite', 'France 2 Cinema', 'Gimages Films', 'Foz', 'Headforce Ltd', 'Canal Plus']",France,"['English', 'French']","['Foreign Language', ""Writer's Block"", 'Writing and Writers', 'Erotic Thriller']"
340,Dvizhenie-Vverkh-(Russia)#tab=summary,"['Drama', 'Drama']",[],Russian Federation,"['Russian', 'Russian']",[]
341,Loulou-lincroyable-secret-(France)#tab=summary,"['Adventure', 'Adventure']",[],Belgium,"['English', 'French', 'English', 'French']","['Family Movie', 'Family Movie']"
342,Blood-of-Heroes-The#tab=summary,"['Action', 'Action']",[],Australia,"['English', 'English']","['Post Apocalypse', 'Fake Sports', 'Post Apocalypse', 'Fake Sports']"
343,Loin-des-hommes#tab=summary,"['Drama', 'Drama']","['One World Films', 'Pathe', 'Perceval Pictures', 'Kaleo Films', 'Jouror Development', 'B Media 2012', 'One World Films', 'Pathe', 'Perceval Pictures', 'Kaleo Films', 'Jouror Development', 'B Media 2012']",France,"['Arabic', 'French', 'Spanish', 'Arabic', 'French', 'Spanish']","['1950s', 'Set in Algeria', 'Teachers', 'Fugitive / On the Run', 'Vigilante', '1950s', 'Set in Algeria', 'Teachers', 'Fugitive / On the Run', 'Vigilante']"
344,douleur-La-(France)#tab=summary,"['Drama', 'Drama']",[],France,"['French', 'French']","['World War II', 'Nazi', 'Nazi Collaborators', 'Resistance Fighter', 'French Resistance', 'Romance', 'Set in France', '1940s', 'Voiceover/Narration', 'Forbidden Romance', 'Missing Person', 'Biographical Drama', 'World War II', 'Nazi', 'Nazi Collaborators', 'Resistance Fighter', 'French Resistance', 'Romance', 'Set in France', '1940s', 'Voiceover/Narration', 'Forbidden Romance', 'Missing Person', 'Biographical Drama']"
345,Driving-Miss-Daisy#tab=summary,['Drama'],['The Zanuck Company'],United States,['English'],"['Oscars Best Picture Winner', 'African Americans', 'Historical Drama']"
346,Soul-Food#tab=summary,['Comedy'],[],United States,['English'],"['African Americans', 'Comedy Drama', 'Food', 'Dysfunctional Family']"
347,500-Days-of-Summer#tab=summary,['Romantic Comedy'],"['Fox Searchlight Pictures', 'Watermark Pictures']",United States,['English'],"['Romance', 'Non-Chronological', 'Relationships Gone Wrong', 'Split Screen', 'Breaking the Fourth Wall']"
348,Rumble-in-the-Bronx#tab=summary,"['Action', 'Action']",[],Hong Kong,[],"['Action Comedy', 'Set in New York City', 'Set in The Bronx', 'Set in New York', 'Gangs', 'Heist', 'Crime Boss', 'Organized Crime', 'Mistaken Identity', 'Revenge', 'Romance', 'Wheelchair User', 'Action Comedy', 'Set in New York City', 'Set in The Bronx', 'Set in New York', 'Gangs', 'Heist', 'Crime Boss', 'Organized Crime', 'Mistaken Identity', 'Revenge', 'Romance', 'Wheelchair User']"
